Case_ID,Jurisdiction,Case_Year,Case_Type,Outcome,Cross_Jurisdictional,Finance,Customer,Internal_Process,Learning_and_Growth,Industry_Scale_and_Influence,Local_Development_Foundation,Market_Potential,Team_Source_Contribution,Customer_Satisfaction,Customer_Complaint_Number,Team_Collaboration,Business_Performance_Assessment,Public_Culture_Activities,Training_Record,Papers_and_Publications,Globalized_Individuals,Institutional_Size,High_Quality_Law_Firms,Global_Legal_Connections,Local_Economic_Development,Population_Size,Talent_Reserve_Pool,Service_Sector_Level,Article_Prediction,Cause_Prediction,Penalty_Prediction,Case_Analysis,Financial_Calculation,Liability_Score,Cross_Border_Compliance
FLC-2023-0816,Region B,2019,Administrative,Loss,True,160019.27,5.2,6.3,8.0,8.5,7.2,9.5,8.1,5.2,1,2.8,7.9,3.3,3,1,4,79.1,False,3,8.8,424735,8.0,10.0,Art. 5 Admin Law,Regulatory Violation,257191.08,Check jurisdiction -> Assess contract clauses -> Compute liability,84609.39,0.53,0.88
FLC-2024-0817,Region A,2019,International Treaty,Loss,False,913303.94,3.8,6.4,9.0,8.8,8.2,8.5,5.7,3.8,4,1.9,7.1,8.3,5,2,1,184.1,False,6,8.3,829245,8.5,7.7,Art. 97,Cross-Border Dispute,62227.55,Check jurisdiction -> Assess contract clauses -> Compute liability,484626.79,0.53,0.49
FLC-2025-0818,Region A,2024,Commercial,Loss,True,272659.86,2.3,6.7,9.6,8.8,5.3,7.0,6.9,2.3,2,3.4,6.8,0.0,6,0,0,197.3,False,6,7.1,492471,6.9,9.5,Art. 25 CISG,Cross-Border Dispute,381611.96,Review charges -> Evaluate evidence -> Determine verdict,212805.23,0.78,0.67
FLC-2023-0819,Region A,2019,Administrative,Win,False,950071.55,8.2,6.6,9.4,8.7,7.7,6.8,5.0,8.2,4,6.0,8.8,0.3,7,0,0,56.9,True,7,6.4,320080,5.3,9.4,Art. 5 Admin Law,Regulatory Violation,73544.52,Review charges -> Evaluate evidence -> Determine verdict,207523.55,0.22,0.5
FLC-2024-0820,Region B,2022,Administrative,Win,False,61585.69,6.1,5.6,9.4,5.6,7.2,6.4,6.0,6.1,2,3.6,9.7,7.8,4,3,2,156.9,False,9,7.6,346123,5.6,6.7,Art. 5 Admin Law,Regulatory Violation,43063.89,Check jurisdiction -> Assess contract clauses -> Compute liability,25723.01,0.42,0.42
FLC-2025-0821,Region B,2020,Civil,Win,True,189367.67,8.4,5.9,9.1,7.8,5.1,5.8,6.8,8.4,0,5.2,6.3,1.8,7,3,2,185.6,True,4,7.9,347482,5.1,6.4,Art. 45 Civil Code,Breach of Contract,72248.83,Review charges -> Evaluate evidence -> Determine verdict,72157.64,0.38,0.99
FLC-2023-0822,Region A,2015,Criminal,Loss,True,163602.32,1.9,9.7,8.9,6.0,6.9,4.7,6.8,1.9,1,2.9,7.1,2.2,4,3,2,57.5,False,7,9.7,75726,6.6,7.0,Art. 12 Penal Code,Fraud,321012.16,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,128164.46,0.78,0.92
FLC-2024-0823,Region D,2017,Administrative,Win,False,918965.85,7.4,7.8,9.3,7.3,9.1,4.6,8.3,7.4,2,6.0,8.0,6.1,4,3,4,49.8,True,3,7.5,288506,6.3,6.4,Art. 5 Admin Law,Regulatory Violation,92359.15,Check applicable law -> Compute damages -> Advise resolution,311529.27,0.34,0.73
FLC-2025-0824,Region E,2022,Civil,Loss,True,146586.21,4.6,9.0,5.2,6.3,9.4,9.2,8.9,4.6,2,3.7,7.7,3.9,6,0,1,103.4,False,4,5.3,756667,8.3,8.7,Art. 45 Civil Code,Breach of Contract,216331.65,Check jurisdiction -> Assess contract clauses -> Compute liability,83077.87,0.57,0.84
FLC-2023-0825,Region C,2015,International Treaty,Win,False,135924.98,4.5,7.5,8.0,6.0,5.4,9.1,5.4,4.5,3,3.1,5.6,3.8,6,3,3,81.0,True,4,9.6,801629,5.4,5.3,Art. 97,Cross-Border Dispute,194708.8,Assess plaintiff claims -> Review evidence -> Determine outcome,82988.53,0.61,0.35
FLC-2024-0826,Region E,2024,Criminal,Settlement,False,2114418.23,4.8,9.7,5.5,5.2,9.8,4.5,6.9,4.8,1,3.9,9.4,2.5,5,0,4,199.0,True,9,9.4,235477,7.0,6.6,Art. 12 Penal Code,Fraud,78196.37,Check applicable law -> Compute damages -> Advise resolution,1199027.02,0.57,0.59
FLC-2025-0827,Region A,2022,Criminal,Loss,False,317244.13,6.4,9.5,7.7,6.4,3.9,5.8,6.8,6.4,3,5.5,6.0,4.2,6,2,0,102.6,True,7,5.1,979943,9.4,6.4,Art. 12 Penal Code,Fraud,83056.81,Review charges -> Evaluate evidence -> Determine verdict,99504.48,0.31,0.6
FLC-2023-0828,Region E,2019,Commercial,Settlement,False,47782.84,7.2,8.6,7.0,8.4,3.7,4.8,5.7,7.2,1,6.1,5.7,5.9,3,2,3,123.5,False,8,7.9,50887,6.6,8.6,Art. 25 CISG,Cross-Border Dispute,206013.07,Check jurisdiction -> Assess contract clauses -> Compute liability,21384.19,0.45,0.41
FLC-2024-0829,Region D,2023,International Treaty,Win,False,504340.43,4.7,6.8,9.9,5.7,7.8,6.4,7.6,4.7,2,4.3,9.4,3.5,1,4,0,107.0,False,8,7.7,883593,8.9,5.8,Art. 97,Cross-Border Dispute,267737.12,Check applicable law -> Compute damages -> Advise resolution,333669.36,0.66,0.41
FLC-2025-0830,Region D,2015,Criminal,Loss,False,381859.7,3.8,5.9,9.8,8.4,5.8,8.2,5.1,3.8,2,1.6,7.0,1.6,5,4,1,188.5,True,2,8.2,860280,6.5,7.9,Art. 12 Penal Code,Fraud,162815.64,Check applicable law -> Compute damages -> Advise resolution,245072.68,0.64,0.66
FLC-2023-0831,Region D,2024,Civil,Win,False,270896.07,10.0,7.6,8.5,6.9,3.2,9.6,9.7,10.0,2,8.4,6.7,7.1,5,4,2,172.0,True,2,8.8,28020,7.0,9.9,Art. 45 Civil Code,Breach of Contract,30392.2,Check jurisdiction -> Assess contract clauses -> Compute liability,23133.46,0.09,0.62
FLC-2024-0832,Region C,2024,Criminal,Settlement,False,1078778.18,4.7,8.6,5.4,5.2,5.3,8.4,7.6,4.7,4,3.3,6.9,2.1,9,2,4,44.9,True,1,6.2,594170,9.9,6.0,Art. 12 Penal Code,Fraud,170924.6,Check applicable law -> Compute damages -> Advise resolution,500474.26,0.46,0.57
FLC-2025-0833,Region A,2019,Commercial,Loss,True,380792.37,2.9,6.3,5.4,7.0,7.2,5.7,9.2,2.9,3,2.7,5.3,2.7,5,0,1,104.8,False,9,9.8,669516,7.6,7.5,Art. 25 CISG,Cross-Border Dispute,252256.82,Assess plaintiff claims -> Review evidence -> Determine outcome,271187.15,0.71,0.57
FLC-2023-0834,Region B,2023,Commercial,Win,True,1115210.41,4.1,7.8,9.4,6.6,5.8,9.4,8.8,4.1,4,1.8,7.2,9.7,3,0,2,119.3,False,5,7.7,141921,5.5,8.7,Art. 25 CISG,Cross-Border Dispute,107370.02,Review charges -> Evaluate evidence -> Determine verdict,723247.7,0.65,0.5
FLC-2024-0835,Region C,2018,Commercial,Loss,True,197367.46,3.1,5.8,8.2,5.0,7.2,6.7,7.7,3.1,4,3.9,9.9,5.0,7,1,3,104.9,True,5,6.7,44347,6.9,7.6,Art. 25 CISG,Cross-Border Dispute,337304.53,Review charges -> Evaluate evidence -> Determine verdict,133798.28,0.68,0.61
FLC-2025-0836,Region B,2023,Criminal,Settlement,False,161511.83,7.5,6.8,9.5,7.8,5.0,8.5,7.5,7.5,3,7.8,6.7,3.6,4,3,0,73.1,True,7,5.4,716123,7.2,6.9,Art. 12 Penal Code,Fraud,175386.89,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,61772.86,0.38,0.7
FLC-2023-0837,Region B,2024,Commercial,Loss,True,781955.17,5.0,7.7,5.6,9.2,10.0,6.2,7.3,5.0,4,3.7,7.9,3.0,7,1,4,144.0,True,8,7.5,228243,8.9,5.5,Art. 25 CISG,Cross-Border Dispute,314737.79,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,560004.65,0.72,0.83
FLC-2024-0838,Region A,2017,International Treaty,Settlement,False,339258.89,2.4,6.2,8.4,8.0,6.7,9.3,5.0,2.4,1,2.4,9.1,1.3,1,3,0,83.0,True,0,9.1,871149,6.0,5.0,Art. 97,Cross-Border Dispute,312019.52,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,218961.48,0.65,0.43
FLC-2025-0839,Region A,2022,Civil,Win,False,170314.95,9.8,6.8,6.0,9.6,3.4,9.2,7.6,9.8,1,8.5,6.5,9.7,5,2,0,172.2,True,0,5.2,600911,10.0,8.5,Art. 45 Civil Code,Breach of Contract,24703.51,Review charges -> Evaluate evidence -> Determine verdict,9442.03,0.06,0.61
FLC-2023-0840,Region C,2019,Administrative,Win,False,287290.4,7.0,5.8,10.0,9.8,9.6,8.9,6.1,7.0,0,6.1,9.8,6.7,4,2,4,61.2,False,9,6.9,179615,9.7,7.2,Art. 5 Admin Law,Regulatory Violation,78697.04,Review charges -> Evaluate evidence -> Determine verdict,47913.01,0.17,0.48
FLC-2024-0841,Region B,2015,International Treaty,Settlement,False,1937525.15,5.6,5.4,8.9,8.4,4.6,5.7,7.1,5.6,1,5.6,9.6,7.4,4,4,2,189.2,False,8,6.1,942069,8.8,7.5,Art. 97,Cross-Border Dispute,121345.3,Check applicable law -> Compute damages -> Advise resolution,1121689.91,0.58,0.45
FLC-2025-0842,Region E,2020,Criminal,Settlement,True,347942.02,2.0,8.9,9.4,7.7,9.6,4.0,5.7,2.0,0,0.8,9.7,7.8,8,3,2,52.6,False,2,10.0,809886,5.5,5.2,Art. 12 Penal Code,Fraud,224862.34,Check jurisdiction -> Assess contract clauses -> Compute liability,310747.43,0.89,0.85
FLC-2023-0843,Region C,2019,International Treaty,Settlement,True,197718.25,0.1,9.7,8.5,6.2,5.3,9.5,9.4,0.1,0,0.0,5.2,0.5,8,4,0,125.2,False,1,7.5,565952,5.1,5.5,Art. 97,Cross-Border Dispute,417159.8,Review charges -> Evaluate evidence -> Determine verdict,182438.96,0.92,0.76
FLC-2024-0844,Region E,2017,Criminal,Loss,False,162049.92,4.8,7.1,6.9,8.0,6.6,10.0,7.5,4.8,2,4.4,9.9,9.9,1,2,1,194.7,False,0,5.7,411492,6.6,6.7,Art. 12 Penal Code,Fraud,76438.21,Check jurisdiction -> Assess contract clauses -> Compute liability,74398.8,0.46,0.62
FLC-2025-0845,Region D,2024,Civil,Loss,True,909350.7,5.1,9.5,7.3,8.9,4.1,4.6,9.4,5.1,2,4.7,6.3,9.1,6,3,3,150.2,True,9,8.6,849644,9.6,9.0,Art. 45 Civil Code,Breach of Contract,84458.17,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,447507.31,0.49,0.91
FLC-2023-0846,Region E,2015,Commercial,Win,False,656593.26,7.8,7.1,7.6,6.8,3.9,6.3,6.7,7.8,4,6.2,9.3,3.8,7,3,3,33.2,False,4,5.4,464890,9.7,5.4,Art. 25 CISG,Cross-Border Dispute,43537.22,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,228089.64,0.35,0.52
FLC-2024-0847,Region C,2020,Commercial,Win,False,3538299.13,6.6,8.7,9.6,8.6,9.8,4.3,5.2,6.6,3,4.3,9.5,1.1,6,4,2,43.1,False,4,6.5,364321,9.9,9.0,Art. 25 CISG,Cross-Border Dispute,27306.04,Review charges -> Evaluate evidence -> Determine verdict,991726.3,0.28,0.67
FLC-2025-0848,Region D,2023,Administrative,Win,False,228207.59,6.2,7.5,9.9,10.0,9.1,8.6,6.9,6.2,0,4.9,5.1,5.4,6,1,4,119.2,False,5,9.9,240276,6.6,7.2,Art. 5 Admin Law,Regulatory Violation,80171.73,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,95089.54,0.42,0.52
FLC-2023-0849,Region B,2018,Administrative,Win,False,564220.32,10.0,9.8,6.4,8.6,7.4,4.1,9.4,10.0,4,6.3,5.4,2.4,5,0,4,195.5,True,8,8.1,254033,9.0,6.5,Art. 5 Admin Law,Regulatory Violation,36954.7,Check applicable law -> Compute damages -> Advise resolution,68829.05,0.12,0.58
FLC-2024-0850,Region B,2019,Criminal,Loss,True,354566.73,2.5,4.2,5.6,8.9,8.3,7.6,6.0,2.5,1,3.3,8.2,6.9,8,1,1,132.7,False,4,8.3,661667,7.9,6.2,Art. 12 Penal Code,Fraud,384797.57,Assess plaintiff claims -> Review evidence -> Determine outcome,303224.38,0.86,0.79
FLC-2025-0851,Region B,2020,Administrative,Win,True,1466369.89,2.5,7.8,7.1,6.2,6.6,8.8,9.2,2.5,1,1.2,6.4,4.0,4,3,2,190.7,False,5,6.3,126154,8.2,8.5,Art. 5 Admin Law,Regulatory Violation,292066.61,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,1011515.5,0.69,0.89
FLC-2023-0852,Region D,2023,Civil,Loss,True,146171.99,6.0,8.2,9.6,8.4,7.8,5.3,7.7,6.0,1,3.9,5.1,1.8,9,0,1,125.6,True,4,5.7,591230,6.9,5.7,Art. 45 Civil Code,Breach of Contract,252513.7,Check applicable law -> Compute damages -> Advise resolution,78644.94,0.54,1.0
FLC-2024-0853,Region C,2016,International Treaty,Settlement,False,2182496.0,6.4,4.7,5.9,9.9,8.1,4.3,8.5,6.4,4,5.6,9.4,7.0,4,1,2,171.3,False,1,9.5,246258,7.5,5.1,Art. 97,Cross-Border Dispute,117099.13,Check applicable law -> Compute damages -> Advise resolution,864218.33,0.4,0.39
FLC-2025-0854,Region A,2021,International Treaty,Settlement,True,655647.35,0.0,5.0,5.7,7.8,3.4,8.0,6.2,0.0,0,2.6,9.3,5.8,3,0,2,145.9,True,6,8.8,758370,5.1,7.0,Art. 97,Cross-Border Dispute,28642.04,Check applicable law -> Compute damages -> Advise resolution,578244.88,0.88,0.5
FLC-2023-0855,Region A,2023,Criminal,Settlement,False,142940.68,3.8,5.3,9.8,7.3,7.0,6.7,6.3,3.8,3,4.2,5.1,6.9,1,0,4,43.4,False,4,8.3,546785,7.2,5.5,Art. 12 Penal Code,Fraud,261145.29,Check applicable law -> Compute damages -> Advise resolution,95375.83,0.67,0.67
FLC-2024-0856,Region C,2021,Commercial,Loss,False,986224.92,6.0,8.7,7.3,9.3,9.5,6.0,6.1,6.0,0,4.0,5.9,1.6,4,2,4,127.0,False,8,6.2,307230,10.0,5.9,Art. 25 CISG,Cross-Border Dispute,84250.34,Assess plaintiff claims -> Review evidence -> Determine outcome,457976.62,0.46,0.41
FLC-2025-0857,Region C,2023,Civil,Win,False,88417.94,9.5,8.2,5.4,8.6,9.8,7.2,7.5,9.5,2,7.4,8.0,6.5,1,4,4,183.2,True,9,6.0,348466,9.0,5.0,Art. 45 Civil Code,Breach of Contract,84184.97,Check jurisdiction -> Assess contract clauses -> Compute liability,24530.5,0.28,0.77
FLC-2023-0858,Region C,2023,International Treaty,Loss,True,849558.89,1.5,5.1,9.0,6.4,5.3,6.5,7.2,1.5,4,0.1,7.5,8.1,8,0,3,28.3,False,3,5.6,468565,8.3,5.2,Art. 97,Cross-Border Dispute,342705.65,Assess plaintiff claims -> Review evidence -> Determine outcome,822579.24,0.97,0.54
FLC-2024-0859,Region A,2016,International Treaty,Settlement,False,125065.88,3.5,8.6,6.7,5.7,5.2,6.2,9.8,3.5,3,3.5,8.3,8.2,5,0,4,192.1,False,7,6.2,53239,6.2,9.5,Art. 97,Cross-Border Dispute,239006.18,Check applicable law -> Compute damages -> Advise resolution,92619.1,0.74,0.39
FLC-2025-0860,Region B,2021,Commercial,Loss,False,455848.33,5.5,6.1,7.3,9.5,7.8,4.4,5.2,5.5,1,3.4,7.8,1.9,6,4,4,58.1,False,6,5.7,642583,5.9,6.4,Art. 25 CISG,Cross-Border Dispute,82229.42,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,168731.21,0.37,0.45
FLC-2023-0861,Region A,2016,International Treaty,Loss,False,219278.13,1.9,7.3,8.9,8.4,5.1,7.2,9.2,1.9,2,1.8,9.3,2.8,3,4,0,136.5,True,7,8.2,832331,9.3,5.5,Art. 97,Cross-Border Dispute,109328.8,Check jurisdiction -> Assess contract clauses -> Compute liability,132334.28,0.6,0.39
FLC-2024-0862,Region C,2023,Criminal,Settlement,False,676041.6,4.3,5.3,8.7,5.2,8.8,9.0,9.2,4.3,3,4.0,5.1,6.4,9,3,4,151.5,False,0,9.7,27844,6.5,9.9,Art. 12 Penal Code,Fraud,204878.1,Assess plaintiff claims -> Review evidence -> Determine outcome,435012.12,0.64,0.64
FLC-2025-0863,Region C,2022,Administrative,Loss,False,83699.09,6.4,7.4,9.0,8.8,8.1,6.3,5.7,6.4,0,5.6,5.6,5.4,7,4,0,33.0,False,9,5.8,644859,6.5,6.1,Art. 5 Admin Law,Regulatory Violation,74920.47,Check applicable law -> Compute damages -> Advise resolution,28758.56,0.34,0.67
FLC-2023-0864,Region B,2018,Criminal,Loss,True,55134.34,0.4,5.9,6.0,7.4,3.5,8.2,7.6,0.4,4,0.0,9.8,2.3,8,4,1,176.6,True,8,7.0,798505,8.6,5.5,Art. 12 Penal Code,Fraud,325583.72,Check jurisdiction -> Assess contract clauses -> Compute liability,51569.55,0.94,0.58
FLC-2024-0865,Region B,2021,Commercial,Settlement,True,182703.48,3.9,5.8,9.4,7.5,9.0,5.5,5.9,3.9,4,4.3,6.8,7.3,2,3,4,154.7,False,7,8.2,90567,6.8,6.8,Art. 25 CISG,Cross-Border Dispute,41302.3,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,137186.38,0.75,0.79
FLC-2025-0866,Region E,2024,Civil,Loss,True,484605.67,4.5,4.3,8.7,5.6,7.7,8.7,8.6,4.5,3,4.1,8.6,2.3,8,2,4,186.5,True,4,7.1,946784,6.6,5.7,Art. 45 Civil Code,Breach of Contract,6574.79,Check applicable law -> Compute damages -> Advise resolution,214963.07,0.44,0.92
FLC-2023-0867,Region C,2020,Administrative,Win,True,531823.39,4.9,8.6,6.0,6.6,3.7,4.9,9.4,4.9,0,4.6,5.5,9.4,8,4,4,25.7,True,0,5.7,999359,5.6,7.9,Art. 5 Admin Law,Regulatory Violation,24754.58,Check jurisdiction -> Assess contract clauses -> Compute liability,291243.21,0.55,0.87
FLC-2024-0868,Region B,2019,Administrative,Dismissed,False,530057.21,9.0,9.2,7.7,5.2,6.3,8.9,8.6,9.0,2,6.9,7.9,8.2,4,4,0,147.5,False,5,7.5,216078,8.4,7.8,Art. 5 Admin Law,Regulatory Violation,52713.19,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,119742.22,0.23,0.56
FLC-2025-0869,Region B,2018,Criminal,Loss,True,308437.71,0.7,9.4,5.5,8.5,4.5,5.8,9.7,0.7,2,0.0,5.9,0.9,7,0,4,175.4,True,1,5.1,600885,7.2,9.7,Art. 12 Penal Code,Fraud,17328.0,Review charges -> Evaluate evidence -> Determine verdict,275055.82,0.89,0.61
FLC-2023-0870,Region D,2022,Commercial,Win,False,123301.52,8.7,5.1,9.1,8.1,3.7,9.4,7.9,8.7,3,8.0,9.5,8.5,8,0,3,116.2,False,6,9.3,187342,6.8,6.9,Art. 25 CISG,Cross-Border Dispute,57704.83,Check applicable law -> Compute damages -> Advise resolution,24654.25,0.2,0.58
FLC-2024-0871,Region B,2021,Administrative,Settlement,True,387530.88,2.6,8.2,9.6,5.4,9.0,8.8,6.6,2.6,3,3.5,5.2,0.2,3,2,0,156.6,False,8,7.9,376876,5.6,9.2,Art. 5 Admin Law,Regulatory Violation,224819.21,Review charges -> Evaluate evidence -> Determine verdict,262541.47,0.68,0.81
FLC-2025-0872,Region E,2023,International Treaty,Win,False,1421937.9,5.4,4.1,5.8,9.4,4.7,9.8,8.0,5.4,0,6.1,7.5,2.2,6,4,1,47.7,False,3,8.0,563970,5.4,8.4,Art. 97,Cross-Border Dispute,309498.18,Review charges -> Evaluate evidence -> Determine verdict,921577.16,0.65,0.25
FLC-2023-0873,Region B,2016,Commercial,Win,False,1580174.72,6.9,5.9,8.9,5.5,8.3,6.2,7.8,6.9,2,5.7,5.3,8.4,9,0,2,147.4,True,3,6.3,883848,5.4,7.3,Art. 25 CISG,Cross-Border Dispute,65250.76,Review charges -> Evaluate evidence -> Determine verdict,443164.79,0.28,0.56
FLC-2024-0874,Region C,2020,Commercial,Loss,False,1068425.29,4.4,8.9,6.7,7.1,4.8,8.6,6.9,4.4,1,2.2,6.7,8.6,2,2,1,85.4,True,8,9.3,333991,9.5,6.5,Art. 25 CISG,Cross-Border Dispute,73132.94,Check applicable law -> Compute damages -> Advise resolution,487871.91,0.46,0.45
FLC-2025-0875,Region B,2019,Civil,Loss,True,1186494.84,3.4,6.8,9.9,9.4,4.3,8.3,9.7,3.4,3,4.0,7.7,3.3,8,4,0,92.0,False,8,8.2,920531,6.2,7.2,Art. 45 Civil Code,Breach of Contract,92458.78,Review charges -> Evaluate evidence -> Determine verdict,724841.5,0.61,0.89
FLC-2023-0876,Region D,2019,Administrative,Settlement,True,1187089.22,7.2,6.4,7.8,6.5,9.9,5.8,7.2,7.2,2,7.7,6.5,4.8,9,0,2,83.2,False,5,6.8,63976,6.0,9.6,Art. 5 Admin Law,Regulatory Violation,2591.35,Check applicable law -> Compute damages -> Advise resolution,531472.04,0.45,0.85
FLC-2024-0877,Region B,2015,Administrative,Dismissed,False,325797.57,8.7,6.1,8.0,9.9,10.0,8.6,7.0,8.7,1,7.1,8.2,3.7,1,2,4,100.8,True,4,5.1,505460,9.9,7.6,Art. 5 Admin Law,Regulatory Violation,64071.74,Review charges -> Evaluate evidence -> Determine verdict,72374.81,0.22,0.49
FLC-2025-0878,Region E,2020,Commercial,Win,True,854968.79,4.9,8.8,5.6,8.8,5.7,6.8,5.8,4.9,4,4.9,5.2,9.3,5,0,2,127.7,False,1,6.7,475200,5.5,5.0,Art. 25 CISG,Cross-Border Dispute,140814.24,Check applicable law -> Compute damages -> Advise resolution,578909.61,0.68,0.74
FLC-2023-0879,Region D,2018,Criminal,Loss,True,4594177.12,2.1,6.4,7.6,8.6,6.3,4.1,5.1,2.1,4,0.6,8.9,3.1,3,0,3,154.8,True,3,8.4,177549,6.5,6.8,Art. 12 Penal Code,Fraud,99408.48,Check applicable law -> Compute damages -> Advise resolution,3288522.77,0.72,0.76
FLC-2024-0880,Region E,2022,Civil,Win,False,81085.88,9.1,8.7,5.5,6.4,4.8,9.6,7.4,9.1,4,7.1,5.1,6.1,8,0,3,45.1,False,3,6.4,693669,5.6,8.3,Art. 45 Civil Code,Breach of Contract,8377.93,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,4521.28,0.06,0.44
FLC-2025-0881,Region B,2019,International Treaty,Loss,False,1592915.26,3.7,4.7,7.4,5.9,7.2,8.2,7.3,3.7,4,3.7,6.7,7.6,5,3,0,162.3,True,6,5.7,833229,8.9,5.1,Art. 97,Cross-Border Dispute,61337.95,Check applicable law -> Compute damages -> Advise resolution,1011105.48,0.63,0.64
FLC-2023-0882,Region D,2019,Criminal,Settlement,False,12888175.41,5.2,9.7,5.3,9.9,9.0,8.0,8.7,5.2,1,4.0,9.4,9.6,7,0,4,118.5,False,4,7.3,661222,7.2,8.5,Art. 12 Penal Code,Fraud,67390.17,Check jurisdiction -> Assess contract clauses -> Compute liability,6045104.04,0.47,0.59
FLC-2024-0883,Region C,2019,International Treaty,Loss,False,773052.94,4.6,7.4,6.2,7.2,5.7,4.3,7.6,4.6,1,2.4,9.6,7.5,5,4,4,102.9,True,6,9.7,400056,6.5,5.2,Art. 97,Cross-Border Dispute,37797.87,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,361764.96,0.47,0.51
FLC-2025-0884,Region A,2023,Civil,Settlement,True,425528.1,3.1,5.4,7.5,8.1,5.7,6.1,6.1,3.1,0,3.5,6.7,6.9,4,0,3,44.9,False,5,8.1,467568,6.9,5.3,Art. 45 Civil Code,Breach of Contract,84249.52,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,252228.79,0.59,1.0
FLC-2023-0885,Region B,2020,Criminal,Win,False,937852.03,1.6,8.1,8.5,9.9,3.5,6.6,6.2,1.6,4,2.0,9.8,4.5,4,0,0,45.6,True,7,6.2,809054,5.6,5.6,Art. 12 Penal Code,Fraud,54246.87,Check jurisdiction -> Assess contract clauses -> Compute liability,635936.28,0.68,0.51
FLC-2024-0886,Region C,2019,Civil,Settlement,False,137779.69,4.5,9.5,9.6,7.0,6.0,8.2,8.3,4.5,2,6.4,7.1,3.5,3,3,1,129.0,False,4,8.9,947149,7.3,9.5,Art. 45 Civil Code,Breach of Contract,63696.1,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,53396.79,0.39,0.66
FLC-2025-0887,Region A,2021,Administrative,Win,False,262741.29,6.9,8.2,7.9,5.2,5.6,7.4,9.0,6.9,1,6.1,7.5,5.2,8,0,0,107.5,False,6,7.1,665893,7.6,7.6,Art. 5 Admin Law,Regulatory Violation,12936.18,Check applicable law -> Compute damages -> Advise resolution,78933.32,0.3,0.29
FLC-2023-0888,Region D,2016,Criminal,Loss,True,501516.09,2.9,7.5,9.9,9.9,3.9,8.6,9.0,2.9,3,1.0,5.8,8.9,9,1,3,157.0,True,6,7.9,674241,7.3,7.2,Art. 12 Penal Code,Fraud,211250.84,Assess plaintiff claims -> Review evidence -> Determine outcome,370712.99,0.74,0.81
FLC-2024-0889,Region C,2022,Administrative,Settlement,True,479280.49,5.0,8.1,8.6,6.4,8.5,9.1,9.6,5.0,2,5.0,6.5,8.6,7,1,0,149.5,False,2,5.4,559642,8.1,9.8,Art. 5 Admin Law,Regulatory Violation,213088.42,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,234649.05,0.49,0.83
FLC-2025-0890,Region D,2015,Civil,Loss,True,419746.87,4.6,6.8,9.6,10.0,4.8,9.6,6.3,4.6,3,3.2,8.0,5.9,3,4,1,76.4,False,3,7.8,602518,5.8,6.6,Art. 45 Civil Code,Breach of Contract,61003.74,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,196089.33,0.47,0.87
FLC-2023-0891,Region A,2016,Civil,Loss,True,172946.53,5.8,9.5,9.6,7.5,3.9,8.9,7.9,5.8,0,6.2,6.0,0.2,9,3,4,193.2,True,3,7.2,933724,9.2,5.4,Art. 45 Civil Code,Breach of Contract,123485.07,Check applicable law -> Compute damages -> Advise resolution,85804.17,0.5,1.0
FLC-2024-0892,Region B,2017,Administrative,Win,False,71168.39,7.2,8.3,7.1,5.6,5.6,7.5,8.5,7.2,1,5.2,8.0,7.8,4,3,4,149.0,True,4,7.1,293228,6.3,6.4,Art. 5 Admin Law,Regulatory Violation,69640.89,Assess plaintiff claims -> Review evidence -> Determine outcome,12661.21,0.18,0.47
FLC-2025-0893,Region D,2017,International Treaty,Loss,True,271986.41,1.8,5.4,7.0,5.8,6.8,5.8,7.4,1.8,0,0.6,6.0,5.0,2,1,4,187.4,False,0,5.8,336676,9.5,6.7,Art. 97,Cross-Border Dispute,82909.92,Assess plaintiff claims -> Review evidence -> Determine outcome,214381.61,0.79,0.64
FLC-2023-0894,Region A,2022,Commercial,Loss,True,714662.53,2.6,5.4,6.3,6.2,7.6,4.7,6.9,2.6,0,1.8,7.2,8.7,3,4,3,42.7,True,5,8.8,77552,5.3,7.0,Art. 25 CISG,Cross-Border Dispute,259127.52,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,556413.05,0.78,0.68
